Account,PolicyName,PolicyArn,PolicyDescription
303747409146,CRPMaintenance,arn:aws:iam::303747409146:policy/CRPMaintenance,"{'Version': '2012-10-17', 'Statement': [{'Action': ['cloudformation:CreateStack', 'cloudformation:DeleteStack', 'cloudformation:DescribeStackEvents', 'cloudformation:DescribeStacks', 'cloudformation:ListStackResources', 'cloudformation:UpdateStack', 'ec2:AttachVolume', 'ec2:AuthorizeSecurityGroupEgress', 'ec2:AuthorizeSecurityGroupIngress', 'ec2:CreateSecurityGroup', 'ec2:CreateSecurityGroupEgress', 'ec2:CreateSecurityGroupIngress', 'ec2:CreateTags', 'ec2:CreateVolume', 'ec2:DeleteSecurityGroup', 'ec2:DeleteVolume', 'ec2:Describe*', 'ec2:DetachVolume', 'ec2:ModifyVolumeAttribute', 'ec2:RevokeSecurityGroupEgress', 'ec2:RevokeSecurityGroupIngress', 'ec2:RunInstances', 'ec2:StartInstances', 'ec2:StopInstances', 'ec2:TerminateInstances', 'elasticloadbalancing:ConfigureHealthCheck', 'elasticloadbalancing:CreateLoadBalancer', 'elasticloadbalancing:DeleteLoadBalancer', 'elasticloadbalancing:Describe*', 'elasticloadbalancing:ModifyLoadBalancerAttributes', 'elasticloadbalancing:RegisterInstancesWithLoadBalancer', 'elasticloadbalancing:SetLoadBalancerPoliciesOfListener', 'iam:AddRoleToInstanceProfile', 'iam:CreateAccessKey', 'iam:CreateInstanceProfile', 'iam:CreateRole', 'iam:CreateUser', 'iam:DeleteAccessKey', 'iam:DeleteInstanceProfile', 'iam:DeleteRole', 'iam:DeleteRolePolicy', 'iam:DeleteUser', 'iam:DeleteUserPolicy', 'iam:GetRole', 'iam:GetUser', 'iam:ListAccessKeys', 'iam:PassRole', 'iam:PutRolePolicy', 'iam:PutUserPolicy', 'iam:RemoveRoleFromInstanceProfile', 'kms:CreateAlias', 'kms:CreateKey', 'kms:DeleteAlias', 'kms:DeleteAlias', 'kms:DeleteKey', 'kms:ListAliases', 'kms:ListKeys', 'kms:ScheduleKeyDeletion', 'route53:ChangeResourceRecordSets', 'route53:CreateRecordSet', 'route53:DeleteRecordSet', 'route53:GetChange', 'route53:ListHostedZones', 'route53:ListResourceRecordSets', 's3:CreateBucket', 's3:DeleteBucket', 'sts:DecodeAuthorizationMessage'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,DynatraceBastionHostPolicy,arn:aws:iam::303747409146:policy/DynatraceBastionHostPolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['iam:GetRole', 'iam:PassRole', 'iam:PutUserPolicy', 'iam:CreateRole', 'iam:PutRolePolicy', 'iam:GetUser', 'iam:AttachRolePolicy', 'iam:AddRoleToInstanceProfile', 'apigateway:GET', 'iam:CreateUser', 'ec2:*', 'iam:createInstanceProfile', 'cloudformation:*'], 'Resource': '*', 'Effect': 'Allow', 'Sid': 'VisualEditor0'}]}"
303747409146,IAMCfnAccess,arn:aws:iam::303747409146:policy/IAMCfnAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['iam:List*', 'iam:Get*', 'iam:CreateAccessKey', 'iam:CreateRole', 'iam:DeleteAccessKey', 'iam:PassRole', 'iam:AttachRolePolicy', 'iam:CreatePolicy', 'iam:CreatePolicyVersion', 'iam:PutRolePolicy', 'iam:UpdateAssumeRolePolicy'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,JiraAdmins,arn:aws:iam::303747409146:policy/JiraAdmins,"{'Version': '2012-10-17', 'Statement': [{'Action': '*', 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,JiraUser,arn:aws:iam::303747409146:policy/JiraUser,"{'Version': '2012-10-17', 'Statement': [{'Action': '*', 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,NetworkServicePolicy,arn:aws:iam::303747409146:policy/NetworkServicePolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['dynamodb:List*', 'dynamodb:Get*', 'dynamodb:Describe*', 's3:List*', 's3:Get*', 's3:Describe*', 'ec2:AllocateAddress', 'ec2:AssociateAddress', 'ec2:DescribeAddresses', 'ec2:DisassociateAddress'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,PO_SupportAccess,arn:aws:iam::303747409146:policy/PO_SupportAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': 'support:*', 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,PrometheusBackupPolicy,arn:aws:iam::303747409146:policy/PrometheusBackupPolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['s3:Get*', 's3:List*', 's3:CreateBucket', 's3:DeleteBucket', 's3:DeleteObject', 's3:PutObject', 's3:PutObjectTagging', 's3:*', 'cloudwatch:*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,proxy-db,arn:aws:iam::303747409146:policy/proxy-db,"{'Version': '2012-10-17', 'Statement': [{'Action': ['dynamodb:GetItem'], 'Resource': ['arn:aws:dynamodb:eu-central-1:303747409146:table/proxy'], 'Effect': 'Allow', 'Sid': 'Stmt1490550873000'}]}"
303747409146,SAMLBastionHostRole,arn:aws:iam::303747409146:policy/SAMLBastionHostRole,"{'Version': '2012-10-17', 'Statement': [{'Action': ['sts:GetSessionToken', 'sts:AssumeRole', 'sts:GetFederationToken', 'sts:AssumeRoleWithSAML', 'sts:GetCallerIdentity'], 'Resource': '*', 'Effect': 'Allow', 'Sid': 'VisualEditor0'}]}"
303747409146,SatelliteCustomEC2EBSFullAccess-201707111519,arn:aws:iam::303747409146:policy/SatelliteCustomEC2EBSFullAccess-201707111519,"{'Version': '2012-10-17', 'Statement': [{'Action': 'ec2:*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'route53:*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'elasticloadbalancing:*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'cloudwatch:*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'autoscaling:*', 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,ViewOnlyPolicy,arn:aws:iam::303747409146:policy/ViewOnlyPolicy,"{'Version': '2012-10-17', 'Statement': [{'Action': ['connect:List*', 'config:List*', 'config:Describe*', 'cloudwatch:List*', 'cloudwatch:Get*', 'dms:List*', 'ds:DescribeDirectories', 'dynamodb:ListTables', 'ec2:DescribeAccountAttributes', 'ec2:DescribeAddresses', 'ec2:DescribeAvailabilityZones', 'ec2:DescribeBundleTasks', 'ec2:DescribeClassicLinkInstances', 'ec2:DescribeConversionTasks', 'ec2:DescribeCustomerGateways', 'ec2:DescribeDhcpOptions', 'ec2:DescribeExportTasks', 'ec2:DescribeFlowLogs', 'ec2:DescribeHost*', 'ec2:DescribeIdentityIdFormat', 'ec2:DescribeIdFormat', 'ec2:DescribeImage*', 'ec2:DescribeImport*', 'ec2:DescribeInstance*', 'ec2:DescribeInternetGateways', 'ec2:DescribeKeyPairs', 'ec2:DescribeMovingAddresses', 'ec2:DescribeNatGateways', 'ec2:DescribeNetwork*', 'ec2:DescribePlacementGroups', 'ec2:DescribePrefixLists', 'ec2:DescribeRegions', 'ec2:DescribeReserved*', 'ec2:DescribeRouteTables', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSnapshot*', 'ec2:DescribeSpot*', 'ec2:DescribeSubnets', 'ec2:DescribeVolume*', 'ec2:DescribeVpc*', 'ec2:DescribeVpnGateways', 'ecr:DescribeRepositories', 'ecr:ListImages', 'ecs:List*', 'elasticache:Describe*', 'elasticbeanstalk:DescribeApplicationVersions', 'elasticbeanstalk:DescribeApplications', 'elasticbeanstalk:DescribeEnvironments', 'elasticbeanstalk:ListAvailableSolutionStacks', 'elasticloadbalancing:DescribeListeners', 'elasticloadbalancing:DescribeLoadBalancers', 'elasticloadbalancing:DescribeTargetGroups', 'elasticloadbalancing:DescribeTargetHealth', 'elasticfilesystem:DescribeFileSystems', 'elasticmapreduce:List*', 'elastictranscoder:List*', 'events:ListRuleNamesByTarget', 'events:ListRules', 'events:ListTargetsByRule', 'iam:List*', 'iam:GetAccountSummary', 'iam:GetLoginProfile', 'importexport:ListJobs', 'inspector:List*', 'kms:ListKeys', 'lambda:List*', 'logs:Get*', 'logs:Filter*', 'logs:List*', 'logs:Describe*', 'organizations:List*', 'rds:Describe*', 'route53:List*', 'route53:Get*', 'route53domains:List*', 's3:ListAllMyBuckets', 's3:ListBucket', 's3:Get*', 'sdb:List*', 'servicecatalog:List*', 'ses:List*', 'sns:List*', 'sqs:ListQueues', 'ssm:ListAssociations', 'ssm:ListDocuments', 'swf:List*', 'trustedadvisor:Describe*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSDirectConnectReadOnlyAccess,arn:aws:iam::aws:policy/AWSDirectConnectReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['directconnect:Describe*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonGlacierReadOnlyAccess,arn:aws:iam::aws:policy/AmazonGlacierReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['glacier:DescribeJob', 'glacier:DescribeVault', 'glacier:GetDataRetrievalPolicy', 'glacier:GetJobOutput', 'glacier:GetVaultAccessPolicy', 'glacier:GetVaultLock', 'glacier:GetVaultNotifications', 'glacier:ListJobs', 'glacier:ListMultipartUploads', 'glacier:ListParts', 'glacier:ListTagsForVault', 'glacier:ListVaults'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSMarketplaceFullAccess,arn:aws:iam::aws:policy/AWSMarketplaceFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['aws-marketplace:*', 'cloudformation:CreateStack', 'cloudformation:DescribeStackResource', 'cloudformation:DescribeStackResources', 'cloudformation:DescribeStacks', 'cloudformation:List*', 'ec2:AuthorizeSecurityGroupEgress', 'ec2:AuthorizeSecurityGroupIngress', 'ec2:CreateSecurityGroup', 'ec2:CreateTags', 'ec2:DescribeAccountAttributes', 'ec2:DescribeAddresses', 'ec2:DeleteSecurityGroup', 'ec2:DescribeAccountAttributes', 'ec2:DescribeImages', 'ec2:DescribeInstances', 'ec2:DescribeKeyPairs', 'ec2:DescribeSecurityGroups', 'ec2:DescribeSubnets', 'ec2:DescribeTags', 'ec2:DescribeVpcs', 'ec2:RunInstances', 'ec2:StartInstances', 'ec2:StopInstances', 'ec2:TerminateInstances'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AutoScalingConsoleReadOnlyAccess,arn:aws:iam::aws:policy/AutoScalingConsoleReadOnlyAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['ec2:DescribeVpcs', 'ec2:DescribeVpcClassicLink', 'ec2:DescribeAvailabilityZones', 'ec2:DescribeSubnets'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'elasticloadbalancing:Describe*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['cloudwatch:ListMetrics', 'cloudwatch:GetMetricStatistics', 'cloudwatch:Describe*'], 'Resource': '*', 'Effect': 'Allow'}, {'Action': 'autoscaling:Describe*', 'Resource': '*', 'Effect': 'Allow'}, {'Action': ['sns:ListSubscriptions', 'sns:ListTopics'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AmazonDMSRedshiftS3Role,arn:aws:iam::aws:policy/service-role/AmazonDMSRedshiftS3Role,"{'Version': '2012-10-17', 'Statement': [{'Action': ['s3:CreateBucket', 's3:ListBucket', 's3:DeleteBucket', 's3:GetBucketLocation', 's3:GetObject', 's3:PutObject', 's3:DeleteObject', 's3:GetObjectVersion', 's3:GetBucketPolicy', 's3:PutBucketPolicy', 's3:DeleteBucketPolicy'], 'Resource': 'arn:aws:s3:::dms-*', 'Effect': 'Allow'}]}"
303747409146,AWSQuickSightListIAM,arn:aws:iam::aws:policy/service-role/AWSQuickSightListIAM,"{'Version': '2012-10-17', 'Statement': [{'Action': ['iam:List*'], 'Resource': '*', 'Effect': 'Allow'}]}"
303747409146,AWSHealthFullAccess,arn:aws:iam::aws:policy/AWSHealthFullAccess,"{'Version': '2012-10-17', 'Statement': [{'Action': ['health:*'], 'Resource': '*', 'Effect': 'Allow'}]}"
